AFR_1004,1
AFR_1036,1
AFR_1235,0
AFR_1346,0
AFR_1497,0
AFR_1521,0
AFR_1547,0
AFR_1581,1
AFR_1629,0
AFR_1653,0
AFR_1722,1
AFR_1854,1
AFR_1884,0
AFR_1914,0
AFR_2046,0
AFR_2227,0
AFR_2332,0
AFR_2361,0
AFR_2401,0
AFR_2419,0
AFR_2498,0
AFR_427,1
AFR_463,0
AFR_585,0
AFR_885,1
AFR_909,0
AFR_910,1
AFR_921,0
AFR_941,1
AFR_973,0
GM_1006,1
GM_1392,1
GM_1422,0
GM_1594,0
GM_1620,0
GM_1854,1
GM_1990,1
GM_2441,0
GM_2538,0
GM_2601,0
GM_2845,0
GM_2877,0
GM_2905,1
GM_2962,0
GM_3024,0
GM_3472,0
GM_3496,0
GM_3515,0
GM_3553,1
GM_3973,0
GM_4123,0
GM_4169,1
GM_4337,0
GM_4722,0
GM_4767,0
GM_4780,1
GM_4977,0
GM_5593,0
GM_605,0
GM_624,0
NYT_1040,0
NYT_1212,1
NYT_1445,1
NYT_1548,1
NYT_1687,1
NYT_2096,0
NYT_2215,1
NYT_2280,1
NYT_2284,1
NYT_2285,1
NYT_2467,0
NYT_2576,0
NYT_2613,0
NYT_2746,0
NYT_2766,0
NYT_2767,1
NYT_3124,0
NYT_3668,0
NYT_3742,0
NYT_3805,1
NYT_4018,1
NYT_4050,0
NYT_4068,1
NYT_816,0
NYT_837,0
NYT_918,0
NYT_923,1
NYT_930,1
NYT_991,0
NZH_1257,0
NZH_1296,0
NZH_2054,1
NZH_2296,1
NZH_2501,1
NZH_3073,0
NZH_3253,0
NZH_3304,1
NZH_3325,0
NZH_3373,0
NZH_3563,0
NZH_3667,0
NZH_4221,0
NZH_4367,0
NZH_4381,0
NZH_4664,1
NZH_5043,0
NZH_5076,1
NZH_5483,0
NZH_550,0
NZH_5589,0
NZH_608,0
NZH_6217,0
NZH_7073,0
NZH_7431,0
NZH_7869,0
NZH_7955,0
NZH_7961,0
NZH_8008,0
SMH_1126,0
SMH_1216,0
SMH_1249,0
SMH_1961,1
SMH_2236,1
SMH_2237,0
SMH_2358,0
SMH_2565,0
SMH_2720,0
SMH_2858,0
SMH_3378,1
SMH_3438,1
SMH_3533,0
SMH_4050,0
SMH_4077,1
SMH_4228,0
SMH_4349,0
SMH_4458,1
SMH_4609,0
SMH_4915,0
SMH_4921,0
SMH_4990,0
SMH_5274,0
SMH_5449,1
SMH_6107,0
SMH_6194,0
SMH_6195,0
SMH_621,0
SMH_956,0
TDP_1024,0
TDP_1032,0
TDP_118,0
TDP_1296,0
TDP_1318,0
TDP_1344,0
TDP_1506,0
TDP_1513,0
TDP_1667,1
TDP_1736,1
TDP_1808,1
TDP_1811,0
TDP_1817,1
TDP_1986,1
TDP_2061,0
TDP_2175,0
TDP_2181,0
TDP_2458,0
TDP_2459,1
TDP_2509,0
TDP_2542,0
TDP_256,0
TDP_274,0
TDP_2839,0
TDP_2869,1
TDP_306,0
TDP_569,0
TDP_609,1
TDP_716,0
TDP_914,0
TG_10222,0
TG_10411,0
TG_10487,0
TG_11239,0
TG_11506,0
TG_11902,0
TG_12477,0
TG_1297,0
TG_13245,1
TG_13839,1
TG_13948,0
TG_1610,0
TG_2147,0
TG_242,0
TG_2719,0
TG_2848,0
TG_2861,1
TG_2908,1
TG_3064,1
TG_4237,1
TG_4250,0
TG_4372,1
TG_5916,0
TG_6320,0
TG_7014,0
TG_7211,0
TG_7270,1
TG_7385,0
TG_7457,1
TG_8142,0
TS_2287,0
TS_2291,0
TS_2327,0
TS_2454,1
TS_2502,0
TS_2543,0
TS_2579,0
TS_2723,0
TS_2738,0
TS_2977,0
TS_3395,1
TS_4076,0
TS_4155,0
TS_4374,1
TS_4441,0
TS_4630,0
TS_4678,0
TS_4772,0
TS_4868,0
TS_531,1
TS_5414,1
TS_6428,0
TS_7063,1
TS_7082,0
TS_7183,0
TS_7426,1
TS_748,0
TS_857,1
USA_1079,0
USA_1114,1
USA_1305,1
USA_1617,1
USA_1745,0
USA_1780,1
USA_1813,0
USA_1858,0
USA_1960,0
USA_2000,0
USA_2089,0
USA_2205,1
USA_2234,1
USA_2303,0
USA_2314,0
USA_2357,0
USA_2456,0
USA_2550,0
USA_2558,0
USA_516,1
USA_615,0
USA_720,1
USA_754,1
USA_772,1
USA_844,1
USA_917,0
USA_987,1
DT_1134,0
DT_1890,0
DT_2324,1
DT_2440,1
DT_3085,0
DT_3471,0
DT_3767,0
DT_3863,1
DT_3970,0
DT_4279,1
DT_4412,0
DT_4449,0
DT_4614,0
DT_4750,0
DT_4837,0
DT_5297,0
DT_5501,0
DT_5615,0
DT_5779,0
DT_5810,0
DT_5838,0
DT_5861,0
DT_5889,0
DT_595,0
DT_5968,0
DT_6069,0
DT_6344,1
DT_6381,1
DT_669,0
DT_826,0
